t_CD	0.16181447710225472
t_VOT	0.033913213763945294
t_CD	0.15987657917288578
t_VOT	0.03778900962268228
t_CD	0.14049759987920307
t_VOT	0.04069585651673435
t_CD	0.13529091050184316
t_VOT	0.031371805333760605
t'_CD	0.2742125570056171
t'_VOT	0.03585111169331334
t'_CD	0.19863453776025075
t'_VOT	0.022424764478744308
t'_CD	0.17731766053720044
t'_VOT	0.019378979293682264
t'_CD	0.1490160753353642
t'_VOT	0.016666271583559933
ts_CD	0.21984939947194349
ts_VOT	0.11372279433488686
ts_CD	0.10391910516808167
ts_VOT	0.1147031632515656
ts_CD	0.13136943483512198
ts_VOT	0.10587984300144626
ts_CD	0.11231897915137878
ts_VOT	0.10882094975148604
ts'_CD	0.16176087125220562
ts'_VOT	0.08431172683448196
ts'_CD	0.1372516483352051
ts'_VOT	0.10293873625140293
ts'_CD	0.10293873625140293
ts'_VOT	0.106860211918125
ts'_CD	0.09215467816792255
ts'_VOT	0.08921357141788278
t_CD	0.16181447710225472
t_VOT	0.033913213763945294
t_CD	0.15987657917288578
t_VOT	0.03778900962268228
t_CD	0.14049759987920307
t_VOT	0.04069585651673435
t_CD	0.13529091050184316
t_VOT	0.031371805333760605
t'_CD	0.2742125570056171
t'_VOT	0.03585111169331334
t'_CD	0.19863453776025075
t'_VOT	0.022424764478744308
t'_CD	0.17731766053720044
t'_VOT	0.019378979293682264
t'_CD	0.1490160753353642
t'_VOT	0.016666271583559933
ts_CD	0.21984939947194349
ts_VOT	0.11372279433488686
ts_CD	0.10391910516808167
ts_VOT	0.1147031632515656
ts_CD	0.13136943483512198
ts_VOT	0.10587984300144626
ts_CD	0.11231897915137878
ts_VOT	0.10882094975148604
ts'_CD	0.16176087125220562
ts'_VOT	0.08431172683448196
ts'_CD	0.1372516483352051
ts'_VOT	0.10293873625140293
ts'_CD	0.10293873625140293
ts'_VOT	0.106860211918125
ts'_CD	0.09215467816792255
ts'_VOT	0.08921357141788278
